timestamp,hour,dayofweek,aqi,is_festival,admissions
2023-01-01 00:00:00,0,6,112.12961253365833,0.0,9
2023-01-01 01:00:00,1,6,83.01554405294257,0.0,6
2023-01-01 02:00:00,2,6,88.98376048898963,0.0,4
2023-01-01 03:00:00,3,6,122.254586745465,0.0,8
2023-01-01 04:00:00,4,6,94.76859080705289,0.0,3
2023-01-01 05:00:00,5,6,67.82034994603353,0.0,1
2023-01-01 06:00:00,6,6,86.11002691910889,0.0,1
2023-01-01 07:00:00,7,6,70.58892504715433,0.0,2
2023-01-01 08:00:00,8,6,97.91565717142028,0.0,6
2023-01-01 09:00:00,9,6,109.9597862161,0.0,3
2023-01-01 10:00:00,10,6,131.46519855993975,0.0,5
2023-01-01 11:00:00,11,6,76.97929491528566,0.0,6
2023-01-01 12:00:00,12,6,59.4551302128267,0.0,7
2023-01-01 13:00:00,13,6,109.62572940321813,0.0,6
2023-01-01 14:00:00,14,6,80.65646957542717,0.0,4
2023-01-01 15:00:00,15,6,89.43538470281047,0.0,5
2023-01-01 16:00:00,16,6,99.91337657251064,0.0,8
2023-01-01 17:00:00,17,6,109.92553941591518,0.0,10
2023-01-01 18:00:00,18,6,51.61070479588854,0.0,5
2023-01-01 19:00:00,19,6,139.96533329927934,0.0,5
2023-01-01 20:00:00,20,6,92.76670254846906,0.0,8
2023-01-01 21:00:00,21,6,124.34157705272023,0.0,6
2023-01-01 22:00:00,22,6,129.33548954075442,0.0,11
2023-01-01 23:00:00,23,6,116.72648038847443,0.0,3
2023-01-02 00:00:00,0,0,98.18106945455264,0.0,6
2023-01-02 01:00:00,1,0,125.39747580664901,0.0,3
2023-01-02 02:00:00,2,0,143.64831171992003,0.0,8
2023-01-02 03:00:00,3,0,112.15624523098171,0.0,2
2023-01-02 04:00:00,4,0,101.70342232674055,0.0,5
2023-01-02 05:00:00,5,0,153.43729753037468,0.0,0
2023-01-02 06:00:00,6,0,117.81496943528829,0.0,4
2023-01-02 07:00:00,7,0,126.38742187872379,0.0,4
2023-01-02 08:00:00,8,0,124.51881950789134,0.0,6
2023-01-02 09:00:00,9,0,119.30020484029708,0.0,3
2023-01-02 10:00:00,10,0,102.21963317002312,0.0,4
2023-01-02 11:00:00,11,0,147.14692571278653,0.0,6
2023-01-02 12:00:00,12,0,139.4394076181231,0.0,5
2023-01-02 13:00:00,13,0,156.7142365099173,0.0,8
2023-01-02 14:00:00,14,0,109.20545577591129,0.0,4
2023-01-02 15:00:00,15,0,127.17467959390756,0.0,2
2023-01-02 16:00:00,16,0,134.96620042766227,0.0,4
2023-01-02 17:00:00,17,0,141.8859526846452,0.0,15
2023-01-02 18:00:00,18,0,108.45661148571811,0.0,7
2023-01-02 19:00:00,19,0,141.91879756414465,0.0,10
2023-01-02 20:00:00,20,0,127.34584790942566,0.0,7
2023-01-02 21:00:00,21,0,124.05850693551915,0.0,13
2023-01-02 22:00:00,22,0,122.13532805297287,0.0,5
2023-01-02 23:00:00,23,0,124.95189517902423,0.0,5
2023-01-03 00:00:00,0,1,137.17253838882303,0.0,6
2023-01-03 01:00:00,1,1,139.88166285910856,0.0,4
2023-01-03 02:00:00,2,1,138.0081206410067,0.0,3
2023-01-03 03:00:00,3,1,93.711508397963,0.0,4
2023-01-03 04:00:00,4,1,160.77710148053984,0.0,5
2023-01-03 05:00:00,5,1,151.7079869571112,0.0,1
2023-01-03 06:00:00,6,1,138.92632952420917,0.0,3
2023-01-03 07:00:00,7,1,136.40983872227844,0.0,2
2023-01-03 08:00:00,8,1,115.44710291667215,0.0,4
2023-01-03 09:00:00,9,1,110.72720251732315,0.0,2
2023-01-03 10:00:00,10,1,171.2944661934044,0.0,1
2023-01-03 11:00:00,11,1,134.76280931784552,0.0,4
2023-01-03 12:00:00,12,1,156.1209423785453,0.0,6
2023-01-03 13:00:00,13,1,120.56345090520753,0.0,6
2023-01-03 14:00:00,14,1,159.13914682217077,0.0,4
2023-01-03 15:00:00,15,1,151.34899938772324,0.0,10
2023-01-03 16:00:00,16,1,132.4154611508685,0.0,8
2023-01-03 17:00:00,17,1,139.91289931902674,0.0,10
2023-01-03 18:00:00,18,1,126.12360484729378,0.0,9
2023-01-03 19:00:00,19,1,113.72360370928772,0.0,6
2023-01-03 20:00:00,20,1,123.77090189791221,0.0,10
2023-01-03 21:00:00,21,1,150.73970808597005,0.0,6
2023-01-03 22:00:00,22,1,161.22556292067614,0.0,9
2023-01-03 23:00:00,23,1,164.13573254670968,0.0,4
2023-01-04 00:00:00,0,2,111.18533673687023,0.0,3
2023-01-04 01:00:00,1,2,144.13146424332334,0.0,5
2023-01-04 02:00:00,2,2,134.47238290431844,0.0,2
2023-01-04 03:00:00,3,2,98.23207028640623,0.0,4
2023-01-04 04:00:00,4,2,144.62213869525908,0.0,2
2023-01-04 05:00:00,5,2,112.21004204764682,0.0,1
2023-01-04 06:00:00,6,2,154.6259932410948,0.0,3
2023-01-04 07:00:00,7,2,156.13156058864217,0.0,3
2023-01-04 08:00:00,8,2,144.80361030860448,0.0,2
2023-01-04 09:00:00,9,2,152.51868289963187,0.0,3
2023-01-04 10:00:00,10,2,143.66510806155023,0.0,7
2023-01-04 11:00:00,11,2,157.18814650250263,0.0,1
2023-01-04 12:00:00,12,2,127.81187205706212,0.0,6
2023-01-04 13:00:00,13,2,150.29921879526344,0.0,2
2023-01-04 14:00:00,14,2,116.23557240132034,0.0,3
2023-01-04 15:00:00,15,2,135.85264173720287,0.0,6
2023-01-04 16:00:00,16,2,147.3913619918363,0.0,7
2023-01-04 17:00:00,17,2,140.44928047495608,0.0,5
2023-01-04 18:00:00,18,2,133.1226788200336,0.0,7
2023-01-04 19:00:00,19,2,149.85737580050488,0.0,7
2023-01-04 20:00:00,20,2,154.78048671135363,0.0,8
2023-01-04 21:00:00,21,2,130.26768029983532,0.0,5
2023-01-04 22:00:00,22,2,112.80794964994907,0.0,7
2023-01-04 23:00:00,23,2,100.90497065816496,0.0,9
2023-01-05 00:00:00,0,3,123.91516811847926,0.0,5
2023-01-05 01:00:00,1,3,99.33500448970804,0.0,6
2023-01-05 02:00:00,2,3,130.63277863414112,0.0,5
2023-01-05 03:00:00,3,3,133.13650990421726,0.0,2
2023-01-05 04:00:00,4,3,114.25029666296243,0.0,1
2023-01-05 05:00:00,5,3,110.27393093431304,0.0,5
2023-01-05 06:00:00,6,3,170.2876628551291,0.0,3
2023-01-05 07:00:00,7,3,128.0904995336494,0.0,0
2023-01-05 08:00:00,8,3,121.87115436154085,0.0,1
2023-01-05 09:00:00,9,3,134.58679122035605,0.0,3
2023-01-05 10:00:00,10,3,141.73198514832566,0.0,6
2023-01-05 11:00:00,11,3,143.24846703813802,0.0,6
2023-01-05 12:00:00,12,3,168.50347731284094,0.0,5
2023-01-05 13:00:00,13,3,156.49346818397066,0.0,10
2023-01-05 14:00:00,14,3,127.64919395979992,0.0,7
2023-01-05 15:00:00,15,3,124.90620203051034,0.0,10
2023-01-05 16:00:00,16,3,90.79993871315335,0.0,5
2023-01-05 17:00:00,17,3,139.76452716969027,0.0,6
2023-01-05 18:00:00,18,3,139.28301465204004,0.0,5
2023-01-05 19:00:00,19,3,127.85532232806409,0.0,9
2023-01-05 20:00:00,20,3,134.3196309042739,0.0,12
2023-01-05 21:00:00,21,3,125.10594116686556,0.0,11
2023-01-05 22:00:00,22,3,134.62566840055325,0.0,4
2023-01-05 23:00:00,23,3,127.4544303008088,0.0,5
2023-01-06 00:00:00,0,4,114.98183885025688,0.0,6
2023-01-06 01:00:00,1,4,124.8145590702768,0.0,3
2023-01-06 02:00:00,2,4,143.81694848304198,0.0,7
2023-01-06 03:00:00,3,4,108.92756043694806,0.0,2
2023-01-06 04:00:00,4,4,109.07296186003933,0.0,4
2023-01-06 05:00:00,5,4,151.17550891713594,0.0,5
2023-01-06 06:00:00,6,4,99.62745787420872,0.0,3
2023-01-06 07:00:00,7,4,140.4861846514731,0.0,4
2023-01-06 08:00:00,8,4,110.00992420533782,0.0,1
2023-01-06 09:00:00,9,4,150.08292230028334,0.0,4
2023-01-06 10:00:00,10,4,161.1236867180266,0.0,2
2023-01-06 11:00:00,11,4,118.52353762092724,0.0,3
2023-01-06 12:00:00,12,4,124.04381131924086,0.0,5
2023-01-06 13:00:00,13,4,124.1150024494955,0.0,7
2023-01-06 14:00:00,14,4,127.63958957903941,0.0,5
2023-01-06 15:00:00,15,4,153.85023484580603,0.0,4
2023-01-06 16:00:00,16,4,86.10525907740333,0.0,9
2023-01-06 17:00:00,17,4,121.09939698932548,0.0,3
2023-01-06 18:00:00,18,4,136.50341998718991,0.0,9
2023-01-06 19:00:00,19,4,121.68994279771692,0.0,7
2023-01-06 20:00:00,20,4,133.26447090201836,0.0,6
2023-01-06 21:00:00,21,4,143.84671424414762,0.0,7
2023-01-06 22:00:00,22,4,128.68613540211354,0.0,6
2023-01-06 23:00:00,23,4,85.00728319747824,0.0,7
2023-01-07 00:00:00,0,5,145.84493267624063,0.0,6
2023-01-07 01:00:00,1,5,164.21899597820465,0.0,4
2023-01-07 02:00:00,2,5,132.3829092869201,0.0,4
2023-01-07 03:00:00,3,5,101.04191080189412,0.0,5
2023-01-07 04:00:00,4,5,94.41557254804091,0.0,1
2023-01-07 05:00:00,5,5,122.7426693359854,0.0,7
2023-01-07 06:00:00,6,5,107.15422788096609,0.0,2
2023-01-07 07:00:00,7,5,85.56032342417879,0.0,3
2023-01-07 08:00:00,8,5,85.63707254830825,0.0,3
2023-01-07 09:00:00,9,5,141.5288638715187,0.0,3
2023-01-07 10:00:00,10,5,90.27920953820035,0.0,2
2023-01-07 11:00:00,11,5,125.94453660149962,0.0,7
2023-01-07 12:00:00,12,5,131.67076768229322,0.0,7
2023-01-07 13:00:00,13,5,112.44726100338669,0.0,6
2023-01-07 14:00:00,14,5,109.80050184174867,0.0,11
2023-01-07 15:00:00,15,5,81.28608243845316,0.0,4
2023-01-07 16:00:00,16,5,125.37852549086392,0.0,14
2023-01-07 17:00:00,17,5,150.26341345758257,0.0,10
2023-01-07 18:00:00,18,5,125.88253133953808,0.0,11
2023-01-07 19:00:00,19,5,102.60463224325746,0.0,9
2023-01-07 20:00:00,20,5,107.3961282479734,0.0,11
2023-01-07 21:00:00,21,5,75.4401817786651,0.0,5
2023-01-07 22:00:00,22,5,78.97387455613423,0.0,5
2023-01-07 23:00:00,23,5,111.5016117413505,0.0,2
2023-01-08 00:00:00,0,6,104.78985394329067,0.0,9
2023-01-08 01:00:00,1,6,112.54465450302149,0.0,8
2023-01-08 02:00:00,2,6,67.77097605998341,0.0,4
2023-01-08 03:00:00,3,6,75.57884825034844,0.0,3
2023-01-08 04:00:00,4,6,129.3562101434707,0.0,4
2023-01-08 05:00:00,5,6,77.12183905547894,0.0,4
2023-01-08 06:00:00,6,6,131.29191993138963,0.0,2
2023-01-08 07:00:00,7,6,109.38354420319618,0.0,2
2023-01-08 08:00:00,8,6,86.62773598254199,0.0,1
2023-01-08 09:00:00,9,6,91.77391053555327,0.0,4
2023-01-08 10:00:00,10,6,68.7987330073843,0.0,3
2023-01-08 11:00:00,11,6,99.00692048091274,0.0,5
2023-01-08 12:00:00,12,6,68.54335605838872,0.0,4
2023-01-08 13:00:00,13,6,80.01376184178213,0.0,5
2023-01-08 14:00:00,14,6,109.13200938240705,0.0,4
2023-01-08 15:00:00,15,6,80.41320504421495,0.0,15
2023-01-08 16:00:00,16,6,101.20175079413858,0.0,5
2023-01-08 17:00:00,17,6,120.15053361079597,0.0,12
2023-01-08 18:00:00,18,6,68.70465932706263,0.0,8
2023-01-08 19:00:00,19,6,92.94368948973374,0.0,10
2023-01-08 20:00:00,20,6,58.93260565592362,0.0,8
2023-01-08 21:00:00,21,6,113.44982706467516,0.0,10
2023-01-08 22:00:00,22,6,87.10962330491844,0.0,7
2023-01-08 23:00:00,23,6,103.79660963790768,0.0,2
2023-01-09 00:00:00,0,0,109.9476143963193,0.0,1
2023-01-09 01:00:00,1,0,101.57309204366885,0.0,5
2023-01-09 02:00:00,2,0,101.64760378781712,0.0,10
2023-01-09 03:00:00,3,0,85.26627590353849,0.0,4
2023-01-09 04:00:00,4,0,80.65715628485758,0.0,5
2023-01-09 05:00:00,5,0,76.16906669150801,0.0,3
2023-01-09 06:00:00,6,0,79.08144762936126,0.0,3
2023-01-09 07:00:00,7,0,51.22545754323837,0.0,2
2023-01-09 08:00:00,8,0,110.89835069460895,0.0,0
2023-01-09 09:00:00,9,0,94.60497418361402,0.0,4
2023-01-09 10:00:00,10,0,74.01550009331412,0.0,7
2023-01-09 11:00:00,11,0,75.53944022330563,0.0,8
2023-01-09 12:00:00,12,0,65.1664215064893,0.0,5
2023-01-09 13:00:00,13,0,69.41425337628208,0.0,7
2023-01-09 14:00:00,14,0,60.78547980069503,0.0,6
2023-01-09 15:00:00,15,0,53.86478592343225,0.0,5
2023-01-09 16:00:00,16,0,51.99581013420296,0.0,12
2023-01-09 17:00:00,17,0,104.42739392342298,0.0,3
2023-01-09 18:00:00,18,0,67.54296196030043,0.0,4
2023-01-09 19:00:00,19,0,101.12289810050024,0.0,2
2023-01-09 20:00:00,20,0,59.35589111311967,0.0,5
2023-01-09 21:00:00,21,0,81.91106562392793,0.0,10
2023-01-09 22:00:00,22,0,43.88480617410801,0.0,9
2023-01-09 23:00:00,23,0,60.53140525909758,0.0,5
2023-01-10 00:00:00,0,1,107.20121009740302,0.0,2
2023-01-10 01:00:00,1,1,57.53250855189214,0.0,2
2023-01-10 02:00:00,2,1,77.60471341942589,0.0,6
2023-01-10 03:00:00,3,1,56.00725701256839,0.0,5
2023-01-10 04:00:00,4,1,75.61588433981053,0.0,2
2023-01-10 05:00:00,5,1,50.40867984087257,0.0,2
2023-01-10 06:00:00,6,1,42.13983182145092,0.0,2
2023-01-10 07:00:00,7,1,74.04718664165075,0.0,2
2023-01-10 08:00:00,8,1,61.30296009537024,0.0,2
2023-01-10 09:00:00,9,1,31.09191860871548,0.0,1
2023-01-10 10:00:00,10,1,62.90987154841765,0.0,2
2023-01-10 11:00:00,11,1,66.5810270012561,0.0,4
2023-01-10 12:00:00,12,1,89.85751538859266,0.0,3
2023-01-10 13:00:00,13,1,87.62235528935088,0.0,5
2023-01-10 14:00:00,14,1,61.833428053720375,0.0,7
2023-01-10 15:00:00,15,1,25.360459626634018,0.0,10
2023-01-10 16:00:00,16,1,40.89312232980021,0.0,6
2023-01-10 17:00:00,17,1,46.73370905547666,0.0,5
2023-01-10 18:00:00,18,1,71.69340888406063,0.0,14
2023-01-10 19:00:00,19,1,43.33792532849243,0.0,9
2023-01-10 20:00:00,20,1,97.08151499972503,0.0,11
2023-01-10 21:00:00,21,1,80.74598439032246,0.0,2
2023-01-10 22:00:00,22,1,75.59976381146116,0.0,5
2023-01-10 23:00:00,23,1,52.52561383980322,0.0,7
2023-01-11 00:00:00,0,2,80.92529226384775,0.0,6
2023-01-11 01:00:00,1,2,57.0849062597133,0.0,0
2023-01-11 02:00:00,2,2,65.55573318928727,0.0,1
